How emotionally attached to [country],Born in country,Citizen of country,How happy are you,Subjective general health,Hampered in daily activities by illness/disability/infirmity/mental problem,How many people with whom you can discuss intimate and personal matters,How religious are you,Take part in social activities compared to others of same age,"How often socially meet with friends, relatives or colleagues",Number of people living regularly as member of household,Gender,Year of birth,"Age of respondent, calculated","Improve knowledge/skills: course/lecture/conference, last 12 months",Doing last 7 days: permanently sick or disabled,Partner doing last 7 days: permanently sick or disabled,Ever been divorced/had civil union dissolved,Doing last 7 days: education,Partner doing last 7 days: education,Highest level of education,Years of full-time education completed,Employment relation,Establishment size,Feeling about household's income nowadays,Main source of household income,"Household's total net income, all sources","Doing last 7 days: housework, looking after children, others","Partner doing last 7 days: housework, looking after children, others",Allowed to influence policy decisions about activities of organisation,"Occupation, ISCO08",Responsible for supervising other employees,Father's occupation when respondent 14,Doing last 7 days: paid work,Partner doing last 7 days: paid work,Doing last 7 days: retired,Partner doing last 7 days: retired,What type of organisation work/worked for,Ever unemployed and seeking work for a period more than three months,"Doing last 7 days: unemployed, actively looking for job","Partner doing last 7 days: unemployed, actively looking for job","Doing last 7 days: unemployed, not actively looking for job","Partner doing last 7 days: unemployed, not actively looking for job",Total hours normally worked per week in main job overtime included,Employment contract unlimited or limited duration,Allowed to decide how daily work is organised,"Industry, NACE rev.2","Highest level of education, Spain",Online/mobile communication makes work and personal life interrupt each other,Online/mobile communication makes it easy to coordinate and manage activities,Online/mobile communication undermines personal privacy,Parent lives in same household,"Work from home or place of choice, how often","Employees expected to work overtime, how often","Employees expected to be responsive outside working hours, how often",Respondent have a line manager,"Line manager supports employees in balancing work, how much","Line manager gives work-related help, how likely","Line manager and respondent are at the same workplace, how often","Speak with line manager about work in person, how often","Communicate with line manager about work via text, email or messaging apps, how often","Speak with line manager about work and see each other on a screen, how often","Speak with line about work manager using a phone, how often","Colleagues give work-related help, how likely","Speak with colleagues in person, how often","Communicate with colleagues about work via text, email or messaging apps, how often","Speak with colleagues about work and see each other on a screen, how often","Speak with colleagues about work using a phone, how often","Too tired after work to enjoy things like doing at home, how often","Job prevents you from giving time to partner/family, how often","Partner/family fed up with pressure of your job, how often",Current job: can decide time start/finish work,Region,The government takes measures to reduce differences in income levels,How satisfied are you in your main job
10.0,1.0,1.0,7.0,2.0,3.0,3.0,6.0,1.0,2.0,3.0,2.0,1972.0,50.0,1.0,0,0,2.0,1,0,421.0,20.0,1.0,1.0,1.0,1.0,8.0,1,0,7.0,4110.0,1.0,3.0,1,1,0,0,1.0,1.0,0,0,0,0,37.0,1.0,8.0,84.0,15.0,5.0,8.0,10.0,2.0,5.0,6.0,5.0,1.0,10.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,3.0,2.0,ES61,1,9.0
8.0,1.0,1.0,6.0,2.0,3.0,4.0,4.0,3.0,6.0,1.0,1.0,1977.0,45.0,1.0,0,0,2.0,0,0,720.0,20.0,1.0,2.0,1.0,1.0,6.0,0,0,0.0,2421.0,1.0,3.0,1,0,0,0,1.0,1.0,0,0,0,0,40.0,1.0,8.0,84.0,19.0,6.0,7.0,8.0,2.0,6.0,1.0,6.0,1.0,7.0,3.0,2.0,4.0,6.0,7.0,4.0,3.0,1.0,7.0,7.0,6.0,3.0,3.0,2.0,2.0,ES41,8,5.0
3.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,3.0,6.0,5.0,2.0,1977.0,45.0,1.0,0,0,2.0,0,0,720.0,19.0,1.0,2.0,3.0,2.0,6.0,0,0,4.0,2266.0,1.0,7.0,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,3.0,86.0,19.0,7.0,9.0,10.0,2.0,4.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,2.0,ES22,7,6.0
0.0,1.0,1.0,9.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,1958.0,64.0,2.0,0,0,1.0,0,0,222.0,8.0,1.0,1.0,3.0,1.0,5.0,0,0,8.0,3321.0,2.0,4.0,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,8.0,65.0,13.0,5.0,5.0,5.0,,6.0,6.0,6.0,1.0,5.0,3.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,ES51,10,7.0
10.0,1.0,1.0,5.0,3.0,3.0,0.0,5.0,3.0,7.0,2.0,2.0,1970.0,52.0,2.0,0,0,2.0,0,0,213.0,8.0,1.0,1.0,4.0,1.0,,0,0,2.0,9112.0,2.0,,1,0,0,0,6.0,1.0,0,0,0,0,38.0,1.0,10.0,81.0,8.0,10.0,5.0,10.0,,,,,1.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,,,,,,4.0,5.0,,1.0,ES51,10,5.0
7.0,1.0,1.0,7.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1967.0,55.0,1.0,0,0,2.0,0,0,720.0,,1.0,4.0,1.0,1.0,8.0,0,0,9.0,4225.0,2.0,7.0,1,1,0,0,2.0,2.0,0,0,0,0,37.0,,9.0,86.0,19.0,6.0,6.0,6.0,,5.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,6.0,7.0,1.0,2.0,1.0,6.0,7.0,7.0,5.0,5.0,4.0,1.0,ES30,8,7.0
10.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,1971.0,51.0,1.0,0,0,2.0,0,0,520.0,,1.0,5.0,2.0,1.0,4.0,0,0,0.0,3212.0,2.0,1.0,1,0,0,0,2.0,1.0,0,1,0,0,,2.0,5.0,86.0,16.0,3.0,7.0,0.0,2.0,6.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,6.0,7.0,6.0,1.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,2.0,ES63,10,3.0
6.0,1.0,1.0,7.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,1970.0,52.0,1.0,0,0,1.0,0,0,311.0,12.0,1.0,3.0,3.0,1.0,4.0,1,0,2.0,3122.0,2.0,8.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,3.0,27.0,10.0,8.0,8.0,4.0,2.0,5.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,7.0,7.0,7.0,3.0,2.0,2.0,2.0,ES51,10,2.0
10.0,2.0,1.0,10.0,1.0,3.0,5.0,6.0,3.0,4.0,3.0,1.0,1981.0,41.0,1.0,0,0,1.0,0,0,800.0,12.0,1.0,3.0,2.0,1.0,6.0,0,0,5.0,2211.0,1.0,7.0,1,0,0,0,2.0,2.0,0,1,0,0,37.0,1.0,5.0,86.0,20.0,5.0,10.0,7.0,,5.0,6.0,5.0,1.0,10.0,1.0,1.0,4.0,4.0,7.0,4.0,1.0,2.0,4.0,7.0,5.0,3.0,4.0,1.0,2.0,ES51,10,9.0
9.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,1.0,4.0,4.0,2.0,1979.0,43.0,2.0,0,0,2.0,0,0,311.0,1.0,1.0,1.0,3.0,1.0,,0,0,10.0,4110.0,2.0,7.0,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,9.0,10.0,10.0,7.0,10.0,4.0,2.0,5.0,55.0,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,ES53,10,7.0
10.0,2.0,2.0,9.0,2.0,3.0,6.0,3.0,3.0,6.0,3.0,1.0,1979.0,43.0,1.0,0,0,2.0,0,0,720.0,18.0,1.0,4.0,1.0,1.0,10.0,0,0,9.0,1221.0,1.0,1.0,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,9.0,73.0,19.0,4.0,10.0,8.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,1.0,6.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,ES52,10,9.0
10.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,1972.0,50.0,2.0,0,0,1.0,0,0,720.0,19.0,1.0,4.0,2.0,1.0,8.0,1,0,0.0,2514.0,2.0,7.0,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,9.0,62.0,19.0,9.0,10.0,8.0,,6.0,6.0,6.0,2.0,,,,,,,,2.0,1.0,1.0,7.0,1.0,5.0,5.0,1.0,2.0,ES21,10,6.0
10.0,1.0,1.0,3.0,2.0,3.0,0.0,5.0,1.0,2.0,2.0,2.0,1968.0,54.0,2.0,0,0,2.0,0,0,720.0,20.0,1.0,5.0,2.0,4.0,6.0,0,0,0.0,4110.0,2.0,7.0,1,0,0,0,1.0,1.0,0,0,0,0,18.0,2.0,0.0,86.0,19.0,0.0,10.0,8.0,1.0,6.0,6.0,6.0,1.0,5.0,,4.0,5.0,7.0,7.0,7.0,2.0,1.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,ES21,10,7.0
9.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,2.0,5.0,8.0,1.0,1974.0,48.0,2.0,0,0,1.0,0,0,113.0,8.0,1.0,2.0,3.0,1.0,,0,0,6.0,9329.0,2.0,,1,0,0,0,4.0,1.0,0,0,0,0,,1.0,6.0,32.0,3.0,5.0,5.0,8.0,,6.0,,,,,,,,,,,,,,,,5.0,5.0,3.0,1.0,ES51,9,5.0
10.0,1.0,1.0,9.0,2.0,3.0,4.0,6.0,3.0,6.0,4.0,2.0,1975.0,47.0,1.0,0,0,2.0,0,0,720.0,6.0,1.0,5.0,1.0,1.0,9.0,0,0,10.0,2354.0,2.0,3.0,1,1,0,0,2.0,2.0,0,0,0,0,30.0,1.0,10.0,85.0,19.0,8.0,10.0,7.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,ES61,9,10.0
9.0,1.0,1.0,6.0,3.0,3.0,4.0,2.0,2.0,7.0,3.0,2.0,1966.0,56.0,1.0,0,1,2.0,0,0,222.0,12.0,1.0,2.0,2.0,1.0,6.0,0,0,8.0,3412.0,2.0,7.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,9.0,86.0,13.0,5.0,9.0,5.0,,6.0,6.0,6.0,1.0,8.0,1.0,1.0,4.0,6.0,7.0,6.0,1.0,2.0,6.0,6.0,6.0,3.0,1.0,1.0,1.0,ES24,6,10.0
10.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,6.0,1.0,1.0,1962.0,60.0,2.0,0,0,2.0,0,0,213.0,8.0,2.0,,3.0,2.0,3.0,0,0,0.0,8322.0,2.0,5.0,1,0,0,0,5.0,1.0,0,0,0,0,12.0,,0.0,49.0,8.0,10.0,10.0,10.0,2.0,6.0,,,2.0,,,,,,,,,,,,,4.0,5.0,3.0,3.0,ES30,10,5.0
7.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,1966.0,56.0,2.0,0,0,2.0,0,0,620.0,16.0,1.0,3.0,4.0,1.0,4.0,0,0,0.0,2511.0,2.0,5.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,7.0,62.0,18.0,1.0,10.0,9.0,2.0,1.0,5.0,5.0,1.0,10.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,ES30,0,0.0
5.0,1.0,1.0,7.0,2.0,3.0,4.0,6.0,3.0,5.0,4.0,2.0,1968.0,54.0,2.0,0,0,2.0,0,0,421.0,,1.0,1.0,2.0,1.0,,0,0,,4110.0,2.0,,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,8.0,47.0,15.0,7.0,9.0,5.0,2.0,6.0,,,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,ES53,0,7.0
9.0,1.0,1.0,8.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,2.0,1963.0,59.0,2.0,0,0,2.0,0,0,213.0,10.0,1.0,1.0,2.0,3.0,5.0,0,0,0.0,9213.0,2.0,9.0,1,0,0,1,4.0,2.0,0,0,0,0,5.0,2.0,0.0,1.0,8.0,9.0,6.0,9.0,2.0,6.0,6.0,6.0,1.0,9.0,1.0,1.0,1.0,7.0,7.0,6.0,1.0,1.0,7.0,7.0,7.0,3.0,3.0,2.0,1.0,ES41,8,9.0
7.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,3.0,5.0,2.0,2.0,1993.0,29.0,1.0,0,0,2.0,0,0,620.0,21.0,1.0,2.0,1.0,1.0,6.0,0,0,0.0,2411.0,2.0,,1,0,0,0,4.0,2.0,0,0,0,0,55.0,1.0,10.0,,18.0,10.0,10.0,10.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,3.0,5.0,5.0,5.0,2.0,ES51,10,0.0
5.0,1.0,1.0,5.0,3.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,1978.0,44.0,1.0,0,0,2.0,0,0,620.0,19.0,2.0,,4.0,2.0,2.0,1,0,10.0,2643.0,2.0,2.0,1,0,0,0,5.0,2.0,0,0,0,0,40.0,,10.0,74.0,18.0,8.0,8.0,10.0,2.0,1.0,55.0,,2.0,,,,,,,,,,,,,3.0,3.0,2.0,3.0,ES11,8,6.0
0.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1982.0,40.0,1.0,0,0,2.0,0,0,322.0,12.0,1.0,4.0,1.0,1.0,9.0,0,0,4.0,2514.0,2.0,8.0,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,8.0,62.0,14.0,8.0,8.0,7.0,2.0,2.0,6.0,6.0,1.0,8.0,2.0,2.0,1.0,7.0,3.0,1.0,2.0,3.0,7.0,3.0,7.0,3.0,3.0,2.0,2.0,ES51,10,7.0
10.0,2.0,1.0,9.0,2.0,3.0,6.0,1.0,2.0,7.0,4.0,2.0,1962.0,60.0,2.0,0,0,1.0,0,0,213.0,8.0,1.0,5.0,2.0,1.0,6.0,0,0,9.0,9112.0,2.0,7.0,1,1,0,0,2.0,2.0,0,0,0,0,40.0,1.0,9.0,84.0,9.0,9.0,10.0,8.0,1.0,6.0,6.0,6.0,1.0,10.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,ES11,10,10.0
7.0,2.0,1.0,8.0,2.0,3.0,4.0,7.0,3.0,4.0,2.0,2.0,1981.0,41.0,1.0,0,0,2.0,0,0,620.0,17.0,1.0,3.0,2.0,1.0,6.0,0,0,3.0,,2.0,4.0,1,1,0,0,4.0,2.0,0,0,0,0,30.0,2.0,3.0,,18.0,8.0,8.0,8.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,5.0,7.0,2.0,6.0,4.0,2.0,7.0,1.0,7.0,4.0,3.0,3.0,3.0,1.0,ES61,7,8.0
10.0,1.0,1.0,7.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1979.0,43.0,1.0,0,0,2.0,0,0,311.0,14.0,2.0,,3.0,2.0,3.0,0,0,10.0,1412.0,1.0,7.0,1,1,0,0,5.0,2.0,0,0,0,0,60.0,,10.0,56.0,10.0,7.0,10.0,9.0,2.0,6.0,55.0,,2.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,ES11,7,9.0
10.0,2.0,1.0,8.0,1.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,1960.0,62.0,2.0,0,0,1.0,0,0,311.0,15.0,2.0,,1.0,2.0,10.0,0,0,,3322.0,1.0,,0,0,0,0,,2.0,0,0,0,0,24.0,,,47.0,10.0,1.0,10.0,1.0,,1.0,,,,,,,,,,,,,,,,4.0,3.0,3.0,2.0,ES70,10,10.0
9.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,6.0,5.0,1.0,1965.0,57.0,2.0,0,0,2.0,0,0,113.0,,2.0,,2.0,3.0,4.0,0,1,10.0,6114.0,2.0,9.0,1,0,0,0,5.0,2.0,0,0,0,0,,,10.0,1.0,3.0,1.0,2.0,6.0,,,,,2.0,,,,,,,,,,,,,3.0,2.0,,3.0,ES24,99,8.0
9.0,1.0,1.0,8.0,2.0,3.0,4.0,0.0,2.0,4.0,4.0,1.0,1989.0,33.0,1.0,0,0,2.0,0,0,313.0,20.0,1.0,2.0,2.0,1.0,7.0,1,0,9.0,2631.0,1.0,6.0,1,1,0,0,4.0,1.0,0,0,0,0,50.0,1.0,6.0,94.0,12.0,8.0,10.0,10.0,2.0,6.0,3.0,6.0,1.0,7.0,1.0,1.0,5.0,3.0,6.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,ES52,7,8.0
5.0,1.0,1.0,8.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,1972.0,50.0,1.0,0,0,2.0,0,0,720.0,20.0,1.0,5.0,1.0,1.0,,0,0,8.0,2411.0,1.0,6.0,1,1,0,0,6.0,2.0,0,0,0,0,38.0,1.0,8.0,65.0,19.0,8.0,8.0,10.0,2.0,6.0,6.0,5.0,1.0,10.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,3.0,3.0,1.0,2.0,ES51,10,8.0
2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,1983.0,39.0,2.0,0,0,2.0,0,0,720.0,11.0,1.0,4.0,1.0,1.0,10.0,0,0,0.0,4311.0,2.0,7.0,1,1,0,0,4.0,2.0,0,0,0,0,30.0,1.0,7.0,29.0,19.0,8.0,9.0,8.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,6.0,2.0,1.0,4.0,7.0,3.0,3.0,2.0,1.0,1.0,ES21,9,7.0
10.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1981.0,41.0,2.0,0,0,1.0,0,0,222.0,14.0,1.0,5.0,1.0,1.0,9.0,0,0,3.0,8141.0,1.0,7.0,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,1.0,22.0,13.0,10.0,5.0,10.0,2.0,6.0,5.0,5.0,2.0,,,,,,,,2.0,4.0,6.0,6.0,6.0,4.0,5.0,1.0,1.0,ES41,8,3.0
7.0,2.0,2.0,9.0,2.0,3.0,3.0,8.0,3.0,5.0,5.0,2.0,1990.0,32.0,2.0,0,0,2.0,0,0,620.0,16.0,1.0,1.0,3.0,1.0,2.0,1,0,4.0,9111.0,2.0,7.0,0,0,0,0,5.0,1.0,1,1,0,0,6.0,3.0,3.0,97.0,17.0,7.0,8.0,7.0,1.0,6.0,55.0,,2.0,,,,,,,,,,,,,3.0,2.0,1.0,2.0,ES41,8,5.0
10.0,1.0,1.0,8.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,1998.0,24.0,1.0,0,0,2.0,1,0,620.0,5.0,1.0,2.0,3.0,1.0,5.0,0,0,6.0,9411.0,1.0,,1,0,0,0,6.0,2.0,0,0,0,0,32.0,1.0,6.0,56.0,18.0,7.0,10.0,10.0,1.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,7.0,6.0,1.0,6.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,ES61,6,4.0
5.0,1.0,1.0,8.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,1974.0,48.0,2.0,0,0,2.0,0,0,113.0,8.0,1.0,4.0,3.0,1.0,4.0,0,0,6.0,8342.0,2.0,,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,7.0,41.0,3.0,5.0,6.0,7.0,2.0,6.0,,,1.0,8.0,,6.0,,,,,2.0,1.0,,7.0,,3.0,3.0,1.0,2.0,ES24,8,8.0
5.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1974.0,48.0,,0,0,2.0,0,0,213.0,2.0,1.0,2.0,2.0,1.0,6.0,0,0,7.0,,2.0,,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,7.0,,8.0,7.0,8.0,8.0,2.0,6.0,5.0,5.0,1.0,,1.0,1.0,1.0,7.0,7.0,7.0,1.0,,6.0,,6.0,4.0,3.0,1.0,,ES11,8,8.0
2.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,1972.0,50.0,1.0,0,0,2.0,0,0,720.0,17.0,1.0,5.0,1.0,1.0,9.0,0,0,5.0,2511.0,1.0,6.0,1,1,0,0,4.0,2.0,0,0,0,0,48.0,1.0,4.0,64.0,19.0,1.0,9.0,7.0,2.0,1.0,3.0,3.0,1.0,8.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,ES11,10,7.0
8.0,1.0,1.0,8.0,2.0,3.0,1.0,0.0,3.0,5.0,2.0,2.0,1957.0,65.0,1.0,0,0,2.0,0,0,720.0,18.0,1.0,2.0,2.0,4.0,8.0,0,1,0.0,3423.0,2.0,3.0,1,0,0,1,4.0,1.0,0,0,0,0,22.0,1.0,8.0,93.0,19.0,7.0,7.0,8.0,,6.0,6.0,6.0,1.0,,,6.0,7.0,5.0,7.0,5.0,4.0,7.0,6.0,7.0,7.0,3.0,2.0,1.0,1.0,ES30,8,8.0
6.0,1.0,1.0,7.0,2.0,3.0,4.0,0.0,3.0,5.0,2.0,2.0,1971.0,51.0,1.0,0,0,2.0,0,0,720.0,26.0,1.0,2.0,1.0,1.0,7.0,0,0,3.0,3322.0,1.0,4.0,1,1,0,0,4.0,2.0,0,0,0,0,45.0,1.0,7.0,65.0,19.0,9.0,9.0,9.0,2.0,6.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,1.0,ES70,8,7.0
2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,1976.0,46.0,1.0,0,0,1.0,0,0,313.0,8.0,3.0,5.0,1.0,,,0,0,,1221.0,1.0,,1,0,0,0,4.0,1.0,0,0,0,0,,,,46.0,12.0,5.0,9.0,9.0,,1.0,,,2.0,,,,,,,,1.0,,,,,4.0,3.0,3.0,3.0,ES51,3,7.0
10.0,1.0,1.0,8.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,1963.0,59.0,2.0,0,0,2.0,0,0,213.0,10.0,1.0,1.0,2.0,1.0,5.0,0,0,5.0,5153.0,2.0,7.0,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,8.0,81.0,8.0,5.0,7.0,7.0,2.0,6.0,5.0,5.0,2.0,,,,,,,,,,,,,2.0,3.0,2.0,1.0,ES30,10,8.0
5.0,1.0,1.0,8.0,2.0,3.0,3.0,5.0,2.0,7.0,2.0,1.0,1981.0,41.0,2.0,0,0,2.0,0,0,213.0,8.0,1.0,3.0,3.0,1.0,5.0,0,0,7.0,8332.0,2.0,6.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,7.0,22.0,8.0,5.0,5.0,10.0,1.0,6.0,6.0,6.0,1.0,3.0,3.0,2.0,3.0,7.0,7.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,4.0,1.0,2.0,ES21,10,6.0
3.0,1.0,1.0,7.0,1.0,3.0,6.0,0.0,3.0,4.0,3.0,2.0,1997.0,25.0,1.0,0,0,2.0,0,0,620.0,15.0,1.0,5.0,2.0,1.0,4.0,0,0,2.0,2221.0,2.0,3.0,1,0,0,0,2.0,2.0,0,0,0,0,42.0,2.0,6.0,86.0,18.0,4.0,7.0,4.0,1.0,6.0,55.0,,2.0,,,,,,,,1.0,4.0,3.0,6.0,6.0,5.0,4.0,3.0,1.0,ES52,5,7.0
10.0,1.0,1.0,6.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,1.0,1969.0,53.0,1.0,0,0,2.0,0,0,421.0,16.0,2.0,,1.0,1.0,7.0,0,0,10.0,7411.0,1.0,6.0,1,1,0,0,5.0,2.0,0,0,0,0,90.0,,10.0,43.0,15.0,4.0,8.0,10.0,2.0,6.0,6.0,3.0,1.0,9.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,ES61,9,9.0
7.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,6.0,2.0,1.0,1992.0,30.0,2.0,0,0,2.0,0,0,322.0,18.0,3.0,1.0,2.0,1.0,2.0,0,0,8.0,3434.0,1.0,5.0,1,1,0,0,4.0,2.0,0,0,0,0,43.0,1.0,9.0,56.0,14.0,2.0,10.0,8.0,2.0,6.0,2.0,5.0,1.0,10.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,ES52,9,9.0
9.0,1.0,1.0,8.0,2.0,3.0,3.0,3.0,2.0,6.0,4.0,2.0,1973.0,49.0,1.0,0,0,2.0,0,0,620.0,20.0,1.0,4.0,2.0,1.0,,0,0,2.0,1212.0,2.0,3.0,1,0,0,0,3.0,2.0,0,0,0,0,38.0,1.0,8.0,33.0,18.0,8.0,9.0,9.0,,5.0,3.0,5.0,1.0,9.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,2.0,ES13,9,7.0
10.0,1.0,1.0,8.0,2.0,3.0,4.0,0.0,2.0,6.0,3.0,1.0,1976.0,46.0,2.0,0,0,2.0,0,0,620.0,17.0,1.0,5.0,1.0,1.0,9.0,0,0,7.0,2421.0,1.0,1.0,1,1,0,0,1.0,2.0,0,0,0,0,40.0,1.0,8.0,84.0,18.0,3.0,10.0,5.0,2.0,6.0,5.0,2.0,1.0,10.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,2.0,2.0,7.0,2.0,3.0,2.0,1.0,2.0,ES64,10,8.0
10.0,1.0,1.0,9.0,3.0,3.0,4.0,0.0,5.0,6.0,2.0,2.0,1970.0,52.0,1.0,0,0,1.0,0,0,720.0,40.0,1.0,5.0,2.0,1.0,8.0,0,0,10.0,2611.0,1.0,6.0,1,0,0,0,1.0,2.0,0,0,0,0,120.0,1.0,10.0,84.0,19.0,10.0,10.0,7.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,ES30,10,10.0
8.0,1.0,1.0,8.0,1.0,3.0,4.0,0.0,3.0,6.0,3.0,2.0,1995.0,27.0,1.0,0,0,2.0,0,0,620.0,22.0,1.0,4.0,1.0,1.0,10.0,1,0,6.0,2211.0,2.0,1.0,1,0,0,0,2.0,2.0,0,0,0,0,52.0,2.0,6.0,86.0,18.0,6.0,7.0,7.0,1.0,6.0,55.0,,1.0,7.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,4.0,7.0,4.0,4.0,3.0,2.0,2.0,ES11,10,7.0
5.0,1.0,1.0,7.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,1978.0,44.0,1.0,0,0,1.0,0,0,620.0,20.0,1.0,4.0,2.0,1.0,7.0,0,0,8.0,3423.0,2.0,8.0,1,1,0,0,1.0,2.0,0,0,0,0,40.0,1.0,5.0,84.0,18.0,6.0,6.0,7.0,2.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,6.0,6.0,,,,,,3.0,3.0,3.0,2.0,ES70,6,7.0
